chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b
cds44	0.81	0.07	19.45	0	56.39	0	3.41	1.93	2.65	0.41	5.53	4.6	1.98	2.98	3.04	2.66	4.77	6.5	655.93	3.73	0	0.2	571.05	0.25	0	790.81	0	0.75	2.75	1.33	2.72	1.94
cds440	1855.25	1853.14	955	2650.21	12562.62	15297.06	892.26	565.32	212.39	579.75	406.73	541.75	494.87	518.36	1473.82	1125.12	717.97	725.89	345997.01	973.79	122.27	181.51	131821.54	58.34	68.93	197235.68	41.61	54.8	369.05	242.01	246.66	226.25
cds441	852.79	943.98	623.3	1776	7679.3	10627.98	340.08	255.82	121.91	287.38	215.55	216.65	180.13	233.94	557.74	370.9	105.63	71.23	35465.12	168.77	32.44	59.61	27023.17	18	23.9	30711.13	6	18	156.47	143.07	106.34	107.25
cds442	511.95	1460.79	327.16	1408.23	3677.81	4857.69	176.08	86.63	53.54	149.15	117.39	130.29	98.55	98.16	232.68	196.45	72.98	56.97	26617.09	114.84	10.53	28.43	16614.21	9.25	15	22500.01	3	5	63.94	50.97	44.28	58.38
cds443	139.86	7.74	38.14	120.99	255.4	511.52	25.81	16.34	16.37	29.41	18.58	19.75	10.12	14.44	32.09	34.23	17.34	13.36	4835.19	28.66	3.5	3.14	3087.23	2.03	5.36	2970.34	3.91	4.83	12.39	4.15	11.56	6.96
cds445	334.66	192.85	128.96	316.83	1494.58	1441.66	152.15	100.05	17.4	80.81	64.26	62.32	26.82	59.21	183.13	127.33	24.27	22.58	4764.99	52.86	4.91	18.71	2333.51	0.06	3	3495.54	1	1.74	29.96	22.74	21.28	26.87
cds446	1768.32	1502.91	615.31	1361.52	4595.27	5359.07	206.4	127.65	70.71	127.05	132.09	158.28	184.51	155.33	384.86	264.24	108.55	68.97	34115.07	195.91	31.33	61.53	26628.51	8	19.52	32873.94	5.9	11.23	115.54	104.08	80.38	62.63
cds447	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	1.28	0	0.89	0.43	108.2	0.98	0	0	43.21	0	0	114.62	0	0	0	0	0	0
cds448	458.25	333.28	332.53	872.2	2074.23	3302.2	241.57	192.79	67.4	142.24	152.77	117.77	148.82	114.52	275.69	252.32	85.59	65.06	15828.43	94.15	15.6	26.78	8102.94	7	4	11806.14	4.86	2.2	46.29	38.5	22.2	30.55
cds449	334.65	880.77	255.57	619.52	3067.82	2840.5	49.97	30.61	20.42	25.63	49.16	65.56	81.26	62.13	160.65	131.19	87.71	89.42	26899	144.59	11.43	16.26	10775.35	4.98	10.42	12255.01	20.17	18.34	38.17	24.7	42.79	28.47
cds45	5.62	2.79	3.11	16	53.16	2.98	2.71	0.75	0.58	0.31	1.18	1.32	0.08	0.74	2.7	3.52	1.97	0.57	476.53	0.65	0	0	240.01	0	0.9	285.34	0	0.28	2.46	1.38	5.28	0.99
cds450	18.55	345.29	320.91	1575.29	3150.84	5510.1	185.19	121.13	57.29	181.21	118.47	95.95	107.34	123.54	336.66	221.59	120.24	73.55	35964.08	131.81	17.49	22.65	19499.6	9.93	15.46	17669.77	3.46	21.53	115.22	81.48	114.41	79.8
cds451	305.29	333.99	93.11	114.5	1483.23	1656.08	110.69	109.34	39.13	110.99	38.3	70	34.1	54.66	137.43	136.59	36.76	32.69	13588.56	92.82	4	18	8241.48	4.39	7.28	7163.15	3.53	7.41	66.05	30.51	65.02	32.59
cds454	82.75	693.74	173.22	571.45	2934.09	4157.38	147.67	127.59	52.31	131.18	82.11	109.7	103.39	105.07	199.31	143.99	74.67	59.89	20177.4	143.94	13.38	21.09	12596.52	5	3.32	11786.32	9.32	8.71	53.64	45.25	47.96	39.41
cds455	1585.64	1236.21	396.93	751.72	3817.72	6000.1	120.37	57.78	32.09	91.72	100.88	124.14	117.22	102.54	262.47	216.92	77.06	66.59	40341.88	211.03	9.87	20	19023	16.97	10.18	23918.09	8	12	62.93	59.77	47.45	47.3
cds456	13.24	408.08	165.88	398.32	2974.47	2787.03	192.31	137.41	72.53	160.07	153.35	161.6	139.44	157.06	384.91	255.46	111.66	79.04	28606.24	277.15	46.79	50.15	12939.02	10.51	23.44	18902.75	16.46	32.16	85.84	60.86	58.94	49.07
cds457	1341.13	1601.26	866.71	2665.67	8749.13	12609.19	350.58	243.88	181.61	380	404.41	442.91	305.27	354.24	761.68	624.5	397.7	332.08	182959.23	646.02	84.65	99.45	75201.72	24.02	45.64	93102.39	41.45	67.62	197.76	222.36	224.02	156.74
cds458	194.64	208.24	112.65	288.09	1383.93	1488.46	74.77	55.49	36.04	99.11	93.64	63.01	99.31	68.64	141.71	135.8	148.23	108.88	29086.92	168.63	23.23	24.99	12345.26	24.55	13.73	12075.41	16.12	34.4	54.23	45.61	45.74	45.29
cds46	1.13	45.11	7.96	0	25.13	194.27	26.26	5.24	8.39	12.96	10.55	10.57	12.74	16.81	26.67	19.73	7.65	4.79	996.38	21.71	0	3.49	693.32	0.76	0	658.96	1	1	3.66	1.5	1.18	0.89
cds460	192.08	200.18	123.85	334.34	1627.99	1382.69	265.14	146.9	82.9	168.18	105.21	114.52	114.18	116.6	274.26	211.89	121.11	115.41	14693.14	193.32	15.68	49.48	10524.78	3.61	13.7	11667.1	11.11	9.27	102.32	54.87	82.66	61.62
cds461	259.96	451.72	179	270.77	1740.13	2317.51	68.6	32.6	27.36	32.67	56.37	65.16	55.64	46.17	135.45	109.2	46.19	32.72	15564.83	65.66	14.22	14.48	14968.04	13.15	21.63	14489.79	5.71	6.58	39.82	34.14	36.06	19.73
cds463	2	81.5	19	44.22	535.47	445.34	18.1	7.53	4.69	11.81	7.36	6.29	9	10	25	16.18	14.53	5	3098.04	14.74	1	3	1560.49	0	2	1895.33	0	3.75	8.5	3	5	3
cds467	312.7	476.18	100.27	95.22	640.42	1031.24	131.6	66.53	24.95	91.23	80.13	81.41	88.29	76.09	156.53	121.25	83.47	54.11	8276.85	118.7	10.61	25.5	5340.91	7.18	9.41	6842.34	11.47	12.51	35.05	17.74	24.18	22.75
cds468	492.11	246.39	302.8	492.07	3279.1	3612.41	256.06	148.14	49.39	162	117.15	165.11	117.6	161.81	1177.62	1085.67	380.36	235.73	111037.34	589.06	43.28	101.25	21950.9	10.46	16	59573.83	14.99	13.98	119.1	52.42	104.38	41.69
cds469	855.64	594.9	331.84	1181.88	4304.28	4506.89	310.93	181.56	67.79	195.57	184.63	187.35	194.05	158.24	426.42	312.35	175.29	122.31	48872.57	274.76	29.5	57.22	20063.35	10	12.68	31104.75	5.79	13.82	113.77	71.58	83.74	80.01
cds47	554	283.85	380.28	1233.04	4256.06	5573.65	53.75	40.64	24.37	48.05	58.11	59.11	78.93	79.74	151.76	141.15	64.09	52.54	26917.39	115.99	14	19.5	13996.3	7.22	4	17873.6	8	7.79	35.51	26.47	21.88	19.63
cds470	365.61	509.74	242.77	719	3401.61	3689.82	217.6	181.97	72.58	270.89	109.54	133.34	143.21	105.02	242.98	173.83	76.99	33.55	19614.17	118.28	11.23	62.2	9658.21	5.95	9.47	12972.54	11.8	11	64.67	51.56	41.18	66.71
cds471	2364.13	3722.31	899.43	3645.91	12737.34	14275.99	719.57	436.72	192.19	480.19	481.24	511.85	585.55	515.32	1382.73	1053.38	634.22	400.83	226376.25	1281.97	173.45	287.38	125940.6	67.21	100.35	190370.84	35.26	102.07	448.55	410.77	285.55	262.65
cds472	404.3	525.77	203.23	490.03	2876.37	2888.83	284.12	171.98	68.53	220.2	168.78	183.42	140.69	180.15	453.07	400.58	132.43	99.94	41650.76	258.68	12.01	27.42	17527.09	8.27	13.34	24410.02	12.47	22.27	131.95	116.06	69.01	100.08
cds473	228.16	340.48	74.77	132.02	900.08	1469.34	97.24	58.26	31.2	67.56	41.95	46.18	40.89	40.3	129.87	96.91	35.96	16.32	12501.5	59.87	2.66	1.18	5191.9	2.6	3.86	7039.52	2.44	3.68	33.37	19.79	15.41	22.57
cds474	143.2	44.09	25.15	258.1	726.42	1198.45	44.35	39.78	10.11	26.02	24.7	17.96	36.82	42.58	103.66	60.24	18.1	15.27	9424.33	37.01	1	2.74	5045.79	1	0	5708.32	2.8	2.95	14.2	8.09	10.88	10.82
cds475	5.16	427.41	78.81	245.37	864.62	670.35	67.38	53.38	28.79	61.77	30.22	44.15	19.59	29.19	95.94	48.96	44.4	23.1	5705.87	80.12	11	11.92	2588.79	10	6.5	3445.34	2.15	4.94	14.88	9.96	13.65	15.19
cds476	6.74	81.47	12.02	248.85	676.09	693.27	70.99	38.33	8.39	46.63	42.04	41.82	17.66	39.36	109.68	75.06	41.9	23.82	8163.48	67.56	4.92	7.68	2072.53	2	3.03	3422	2.68	3.12	32.1	7.23	26.49	10.45
cds477	538.04	781.05	451.65	1327	4599.8	4957.23	170.3	163.39	65.99	199.67	119.32	146.72	132.77	143.78	423.88	369.65	133.82	94.5	43457.33	235.23	46.43	62.56	25087.36	15	34.36	39025.49	5	20.5	152.34	92.55	136.72	90.41
cds478	4.97	2.71	32.51	71.54	736.52	366.73	45.38	25.4	16.25	36.87	27.26	53.43	29.31	29.15	75.83	42.93	13.08	17.51	4749	17.31	4	1.18	2847.78	1.59	1.15	4739.88	1.66	1.12	13.21	6.44	4.72	8.69
cds479	3113.27	4531.86	1425.21	4923.17	15572.72	18564.25	636.2	415.47	302.61	485.46	612.87	643.73	834.14	726.28	1580.22	1210.82	533.14	376.35	169035.98	928.73	126.79	198.33	92699.37	60.7	74.72	152204.18	36.85	86.53	234.33	285.18	164.24	276.42
cds48	549.39	746.59	349.35	993.43	3954.7	5419.01	146.05	95.79	72.75	124.54	182.73	160.08	153.88	144.08	362.83	320.45	197.53	117.15	45570.57	261.32	25.49	31.28	15930.2	9.16	9.5	23790.41	15	13.83	104.49	66.89	72.25	38.6
cds481	1799.84	2484.73	907.78	3219.77	11192.12	15002.79	794.83	492.75	240.85	624.78	516.84	610.65	534.92	569.5	1154.2	970.42	407.44	304.08	120997.23	685.17	101.03	163.03	74962.49	52.29	42.33	86760	27.58	46.23	357.73	338.19	249.23	257.44
cds482	1271.12	1487.8	636.73	1575.81	6030.27	6755.31	251.34	159.16	88.37	165.51	194.08	220.68	228.53	195.84	386.42	368.04	156.62	113.84	53747.85	212.69	33.03	74.59	25548.1	8.56	19.58	31043.2	12.75	20.91	87.91	99.33	60.47	73.54
cds484	479.46	1653.22	464.68	1580.88	4800.92	5604.59	435.4	263.54	112.33	300.12	218.24	261.66	194.69	277.58	650.18	505.88	320.31	202.63	68420.07	519.76	44.38	114.8	44203.26	21.7	28.82	53096.92	25.99	32.75	179.26	131.62	118.03	123.46
cds485	539.44	1194.84	117.08	314.77	1923.12	1438.35	101.98	53.31	25.11	60.26	55.38	66.59	61.58	118.29	575.69	430.03	328.67	188.55	101795.78	531.35	120.6	218.18	51610.94	49.33	50.66	91570.76	19.96	19.44	152.86	140.24	103.03	89.05
cds486	61.1	125.86	76.17	306.33	1050.96	1765.46	87.59	44.42	40	54.54	60.68	92.64	80.43	70.9	205.87	147.01	71.34	63.92	19631.38	73.43	10.96	24.99	11836.69	9	3	16129.2	1.13	4	31.38	21.11	19.88	39.53
cds487	111.63	161.47	95.05	83.16	1711.99	2588.11	185.42	94.64	68	131.48	141.53	164.35	194.13	156.73	423.7	324.76	170.42	103.02	29678.35	283.53	26.09	50.77	16273.12	10.83	11.73	16733.98	2.53	9.88	83.18	44.85	36.33	54.83
cds488	688.91	619.22	496.93	1214.43	6312.01	7539.11	339.79	202.74	70.08	273.92	224.34	246.93	233.91	240.63	614.89	474.92	275.2	199.63	55374.9	379.23	50.43	87.71	36118.4	23.79	16.2	41548.53	15.98	18.5	102.86	55.9	43.11	56.98
cds489	1297.34	1842.96	525.48	1516.55	4682.02	5657.92	168.25	80.11	93.27	75.43	190.46	199.77	282.21	223.45	584.7	391.07	184.12	121.43	52541.25	327.27	40.9	64.94	30808.31	26.49	17.68	33481.44	17.1	41.42	63.65	117.2	67.07	93.76
cds49	335.5	102.37	41.21	286.54	683.9	547.96	15.16	17.08	8	34.22	9.08	18.42	18	13	41.21	28.69	19.39	21.46	3862.62	23.1	6	2	3346.88	0	3	2784.69	0	1.82	16.08	8.5	4.86	7.08
cds494	80.4	270.39	59.81	344.54	408.05	1082.93	44.84	17.6	15.54	30.46	28.44	25.76	34.36	37.33	95.42	69.17	31.32	12.43	4946.06	42.44	1.87	2.91	4998.89	7.48	3.95	3373.73	2.54	3.04	33.18	23.59	23.52	26.17
cds495	5427.85	3139.46	1498.51	6101.54	17288.55	23128.7	544.09	379.49	236.29	429.78	541.94	572.02	743.19	557.85	1364.65	931.47	221.79	140.47	84165.25	485.76	86.63	163.28	56888.5	38.25	51.89	77434.56	15.96	28.39	180.5	261.03	84.13	208.49
cds496	1319.73	744.5	678.36	1385.21	6479.79	7874.59	603.39	433.77	159.93	540.49	238.49	309.89	274.55	264.52	521.77	476.64	192.03	112.35	77631.08	301.61	47.98	95.41	41001.31	14.98	20.31	54902.53	19.41	22.26	246.86	177.54	142.87	166.91
cds497	360	10.5	89.5	416.5	1102.72	959.58	35.63	31.17	17.24	47.92	23.11	21.22	30.44	33.87	62.17	57.46	41.95	35.94	16871.49	55.29	2	23.56	7929.03	1	2	9123.89	2	6.09	27.48	23.89	34.97	7.8
cds498	536.6	866.26	307.63	846.84	3811.79	4340.56	214.85	124.27	82.56	209.24	110.19	154.25	173.89	112.7	318.37	255.93	70.51	63.76	22087.47	156.89	12.36	20.47	9073.18	3.06	10.32	14280.63	7.76	5.8	106.14	68.01	61.94	53.18
cds499	283.45	20.29	176.7	346.51	2177.85	2281.95	136.14	74.72	49	110.73	72.24	92.63	48.39	105.31	246.63	163.84	66.9	26.67	14943.91	146.71	9	9	9835.68	11	11.38	8204.3	2.61	8.92	56.58	30.72	49.1	34.06
cds5	3308.11	5151.55	1885.03	6827.53	21683.2	28064.2	1191.27	845.56	413.15	860.7	947.19	987.13	1020.3	1042.47	2177.28	1803.8	713.81	546.72	218158.01	995.33	176.26	243.28	126870.04	52.57	76.31	152658.99	54.69	84.28	430.09	406.16	285.73	385.33
cds50	338.78	495.08	114.12	409.18	1355.26	2047.31	176.44	104.65	47.39	139.65	71.04	77.53	126.67	81.23	274.34	179.72	147.86	105.97	47870.1	258.75	26.15	22	20147.04	7.23	5.25	19073.11	15.54	17.41	81.16	75.95	35.18	45.44
cds504	692.32	1840.89	371	1010.14	6794.96	9038.68	438.51	297.17	121.2	326.57	179.22	261.17	231.04	227.66	549.57	385.94	189.2	109.96	51253.66	309.61	27.95	40.11	24856.96	14	15	29716.22	13.96	17.92	150.58	91.06	91.74	106.74
cds505	9.79	247.54	51.5	505.87	1291.79	2128.22	26.17	14.47	19	30.71	32.09	29.48	32.05	38.15	58.57	40.36	38.92	35.89	13853.29	68.07	4	16.89	6750.67	4	4.2	10848.94	7.43	6.43	17.11	18.33	34.07	16.5
cds506	85.5	205.43	44.73	353.13	790.92	1202.82	20.33	5.28	4.82	10.09	27.94	15.5	19.61	26.14	60.27	34.22	25.22	25.75	12269.78	28.31	7.46	17.28	4393.24	0.5	4.75	5512.81	3.28	6	9.04	7.89	14.33	9.1
cds508	292.43	277.91	161.53	163	1871.55	2664.66	119.54	77.22	24.64	84.52	47.93	45.87	53.11	59.08	228.72	235.77	148.72	121.53	41306.7	228.25	17.42	39	11175.83	3	7.01	23500.61	4.5	8.5	74.4	26.24	57.77	23.02
cds509	2.18	4.42	20.25	123.07	535.62	345.23	21.05	13.19	6.9	28.56	6.95	5.38	18.4	15.38	34.03	34.89	15.23	6.62	3161.05	11.43	2	2	1914.03	0	1.23	1362.19	0	1.33	17.58	6.4	14.94	14.4
cds51	625.48	569	288.82	681.2	2945.02	4519.97	184.47	119.8	37.71	154.55	120.36	127.44	154.86	137.63	303.19	225.83	110.99	68.07	30138.87	223.31	20.19	28.28	12883.95	8.18	10	17022.03	16.45	15.28	77.92	63.81	36.93	68.1
cds510	510.95	821.31	249.93	624.71	3229.75	2802.93	179.86	128.57	77.96	152.6	121.66	100.22	149.2	140.01	277.95	217.25	147.68	87.3	51416.03	177.79	13.65	54.04	21009.04	8.21	16.6	23478.99	9.97	20.08	73.22	60.7	52.82	59.54
cds511	158.29	478.42	143.44	316.31	2245.35	2556.84	79.5	57.9	26.57	59.51	57.46	53.46	95.41	59.76	158.87	125.84	40.87	20.7	11412.85	67.1	7.26	5.91	5978.26	1.26	3.56	5869.34	3.89	4.79	29.07	31.19	17.15	24.15
cds512	437.21	1459.15	311.03	1615.48	5315.94	5984.69	244.96	205.47	88.23	224.04	151.97	180.86	191.43	161.6	421.08	304.42	112.05	74.95	28975.93	234.4	44.4	33.31	13471.47	11.82	24	16440.93	6	16.07	121.1	82	72.7	79.34
cds513	15.59	609.23	139.79	677.63	3308.45	2676.26	154.79	115.79	47.34	158.86	74.59	105.36	81.85	83.59	224.14	137	64.89	50.91	14498.16	205.33	29.3	43.82	9326.61	8.61	11.35	9461.09	9	8.37	73.02	52.15	56.49	38.31
cds515	493.4	995.53	287.94	560.78	2990.21	3377.95	234.81	112.97	45.8	96.23	91.34	101.66	104.59	82.5	271.82	193.16	43.16	23.85	5211.33	45.31	6.16	14.94	4167.08	4.15	5	4219.52	2	3	34.14	22.13	13.1	53.04
cds517	8.75	16.42	48.04	152.18	791.16	1272.49	112.21	75.51	23.47	82.28	56.56	68.53	67.24	71.41	210.04	137.08	85.89	43.65	7983.85	179.6	9.36	5.82	3530.68	3	11.97	4076.79	17.08	17.81	38.63	17.94	18.74	18.08
cds519	214.07	208.22	55.22	451.71	801.06	1006.35	132.64	74.14	30.96	96.71	70.53	91.4	54.73	70.71	174.24	122.09	25.85	31.82	6561.54	49.08	5.12	6.54	4123.24	2.28	2	5778.92	2.94	7.79	16.81	21.16	18.66	26.41
cds52	280.34	290.48	219.3	647.14	1197.02	2730.71	108.92	66.16	38.32	86.5	87.8	79.36	118.19	103.81	195.72	162.16	74.13	80.81	30795.88	119.88	17.92	35.26	13674.08	12	9.43	21095.49	6.91	9.71	59.88	37.55	43.32	34.4
cds520	2225.88	3167.75	1179.79	4399	9569.8	14874.77	497.32	356.58	169.07	335.52	505.58	548.42	707.61	501.3	1312.42	990.52	460.53	329.76	102875.19	571.89	54.62	97.24	42023.59	23.16	33.75	76298.4	24.9	40.37	167.78	145.34	102.58	147.28
cds522	607.09	316.66	371.18	981.37	3195.63	3563.86	371.83	210.05	92.32	212.72	201.85	212.65	209.05	233.77	538.61	355.48	102.72	75.85	17994.85	208.71	10.33	29.31	9861.19	9.86	11.59	12835.71	8.56	24.66	77.64	49.27	53.43	70.04
cds523	1654.09	1762.17	840.06	2421.67	7926.5	11600.05	691.21	350.64	171.3	387.14	397.49	390.11	378.87	395.71	1022.05	765.94	284.88	270.03	85045.34	467.82	55.35	132.67	36385.94	15.15	33.18	68575.54	26.1	47.82	261.01	154.59	164.91	156.34
cds524	813.66	2807.71	840.13	2941.49	8603.26	12961.97	652.2	402.96	207.23	475.5	402.84	453.33	588.65	431.72	1025.01	654.78	321.69	214.95	104448.21	535.57	58.68	78.82	38642.14	12.31	33.83	55868.29	31.66	66.08	258.64	190.94	168.96	145.16
cds525	169	95.18	19.5	79.5	387.99	201.64	16.58	1.49	6.84	10.72	9.31	22.96	14.55	17.27	63.31	28.44	18.78	9.02	2990.46	34.76	4.39	4	1025.42	0	0.69	1329.18	2	0	6.81	2.18	6.26	4.81
cds526	414.54	837.86	286.89	784.2	5262.83	5806.12	222.18	127.69	44.91	174.25	106.94	117.43	111.39	115.02	314.34	203.26	79.95	50.3	28620.71	232.66	18.52	22.91	20445.51	6	22.22	18949.61	6.06	19.84	115.64	83.3	94.45	86.8
cds527	592.59	768.86	217.29	570.37	2661.5	4156.64	198.84	105.46	78.37	126.56	127.38	148.17	110.18	109.31	334.82	279.54	46.94	58.18	16713.96	228.87	16.5	22.7	11593.53	2	15.35	13675.16	12.75	14.64	50.87	39.83	32.18	45.74
cds528	1255.54	1747.34	934.27	3319.74	12044.63	14451.05	504.9	317.31	163.1	341.51	308.39	271.55	308.67	309.94	803.89	614.43	241.73	198.26	83396.65	616.47	39.64	107.4	40760.33	15.13	33.68	50774.17	29.98	47.45	183.27	152.37	104.61	166.04
cds529	8963.12	10085.58	4446.11	13317.05	61364.99	74190.85	2145.12	1515.97	732.34	1933.19	1312.28	1608.08	1420.29	1465.61	3257.88	2517.87	1207.8	624.74	465970.61	2022.02	744.66	1662.22	216132.78	211.53	353.52	582356.56	87.79	152.49	864.12	744.21	637.52	651.18
cds53	241.45	17.62	27.33	165.3	246.03	34.71	14.2	7.87	3.62	6.04	9.52	7	7	7.8	78.14	55.71	55.97	29.24	14438.06	110.07	2.99	4.87	7938.15	2	3	6064.82	5.5	7.8	53.14	14.36	32.58	26.94
cds530	1018.02	558.44	283.64	1330.12	4122.32	5106.89	247.53	197.93	82.16	189.73	185.08	217.32	234.67	234	510.41	383.85	134.79	119.87	51821.31	254.32	23.27	50.33	33635.07	12.37	24.25	33461.32	17.14	30.13	119.81	139.24	71.71	101.22
cds531	2247.89	1366.84	741.53	2342.88	7653.1	10512.61	371.36	291.15	122.28	271.15	326.34	353.36	474.63	396.42	1007.45	649.13	308.26	186.56	120880.47	469.39	62.96	157.26	67043.61	33.07	57.44	100343.18	29.26	58.64	293.89	243.28	109.01	151.51
cds532	1	276	24.81	169	249.22	98.96	5.15	6.13	1.07	8.46	7.38	4.96	8.35	1	20.41	7.92	9.32	6.46	1858.77	14.36	1	4.45	796.17	0	2.57	966.02	0.29	0	4.48	4.13	0.84	4.28
cds533	196.7	293.45	62.56	167.36	456.9	500.67	11.48	4.65	4	8.45	9.48	10.35	7.79	15.52	27.54	27.36	10.5	8.77	4005.08	12.86	0.18	2	2718.97	0	1	2531.03	0	4.77	15.95	4	4.67	4.6
cds534	1574.74	2529.3	701.79	2342	7985.55	7350.48	628.34	381.09	144.45	450.14	285.31	342.92	401.45	319.5	769.94	540.34	355.41	222.06	87387.33	538.07	180.61	332.04	102667.47	84.69	80.8	123198.22	29.97	49.75	312.7	303.94	209.84	245.44
cds535	218.39	266.4	130.77	233.78	1935.59	2015.54	58.06	22.12	11.52	48.16	23.05	27.05	21.69	41.72	135.18	77.56	77.3	54.48	18649.59	134.12	2.23	12	6445.12	6.92	11.84	11111.62	8.82	7.5	25.5	24.25	19.77	17.95
cds536	221.94	170.71	75.02	276.97	750.61	897.36	143.1	89.24	35.26	89.29	80.5	84.71	60.92	78.03	188.05	117.35	67	36.66	6965.37	85.44	20.42	21.92	8331.33	4.67	3.46	7645.27	1.77	5.48	34.3	12.73	12.68	37.08
cds537	0	3	6	74.55	96.79	262.53	13.86	12.07	2.57	17.91	3.24	3.09	7.99	9.28	18.76	10.3	8.73	4.66	2016.9	17.12	1	4	1086.37	0	0.89	1124.41	3	0	5.18	3.32	8.49	2.53
cds539	454.39	413.77	134.4	787.26	2931.76	3088.89	125.65	77.6	29.64	87.96	70.03	68.9	70.39	70.43	164.97	106.68	62.04	39.43	20773.43	95.4	7.25	17.65	8700.58	4	6	9378.18	10.65	14.93	61.12	31.86	54.35	44.16
cds54	298.5	17.5	61.15	216.28	1158.37	1588.84	61.85	57.64	22.24	78.66	51.9	50.82	43.21	39.79	99.39	72.59	45.53	18.94	4283.43	69.79	5.5	5	2663.58	0	4.5	3333.14	3	5	15.64	6	17.13	10
cds541	0	0	0	0	18	0	1.65	0.13	0	1.39	1.96	2.23	1.26	3.18	5.19	4.06	1.82	3.59	558.17	1.96	0	1.7	570.72	1	2.07	346.97	0	0.21	0.22	0	1.09	0
cds542	622	1802.85	449.61	2063.22	7615.46	8659.11	219.44	151.36	65.31	150.43	246	270.52	281.22	267.2	536.08	434.21	256.85	171.47	72621.5	402.79	46.5	67.57	46621.46	22.17	42.11	46907.86	22.79	40.82	147.26	146.93	84.16	90.04
cds544	0	16.89	0	0	107.74	31.59	1.17	1.29	0	2.97	5.92	2.58	1.01	0.96	0.36	1.45	0.82	0	225.71	1.43	0	0	261.15	0	0	298.58	0	0	3.2	0.86	0.53	2.15
cds545	3.45	15	131	320.5	1216.2	1439.17	65	61.26	16.57	87.11	43.86	65.41	48.63	45.33	117.42	79.02	34.95	26.96	12245.23	68.91	9.5	11	6023.92	3	3.59	6105.54	3	7	25.5	18.65	10.76	14.23
cds547	1096.55	1348.18	450.33	1223.69	5139.09	6714.17	138.45	87.99	114.44	102.82	179.16	196.11	183.04	149.78	454.5	302.97	151.98	84.73	46976.33	313.71	57	135.5	23875.38	16.6	32.02	51083.24	6.77	25	101.63	104.49	72.95	73.9
cds548	1	73	2	0	324.5	45	26.93	18.7	0	9.5	5	17.33	5.27	13.83	83.5	71.78	49.78	25.02	14581.98	80.73	3	7.5	5880.23	0	3.11	8381.11	2.1	6	25.52	8.38	16	5.18
cds549	3415.06	2927.73	1417.88	4035.57	13880.8	19384.66	232.13	170.02	182.18	156.89	226.9	319.52	417.5	330.62	803.02	659.96	410.15	355.64	217437.64	623.84	100.39	193.94	122749.77	55.93	86.73	179833.09	72.42	98.34	138.49	278.92	102.15	247.31
cds55	1.97	185.5	3	242	254.33	413.65	34.42	14.45	11	23.04	21	16.98	24.75	16.81	62.21	33.85	14	13.5	3668.15	19.95	2	0	2222.44	3	0	2276.26	0	2	10.5	4	7	3
cds551	604.98	459.54	129.18	273.49	840.11	1794.83	70.73	46.45	20.72	55.74	49.46	50.28	68.53	62.75	147.32	132.64	37.15	30.4	13256.22	69.7	4	7.56	6188.59	5.24	5.67	7491.05	5.35	12.65	32.8	35.59	21.93	43.58
cds552	137.45	328.1	123.66	322.8	1352.95	1274.4	46	17.37	16.52	22.78	15.17	32.31	41.51	41.15	92.64	57.17	21.48	18.16	9100.89	55.04	8.51	16.69	6817.13	0	13.11	6351.18	3.49	6.05	27.96	17.06	18.12	24.22
cds553	630.45	612.69	168.91	514.66	2641.32	3301.07	122.89	53.07	31.11	107.15	58.08	73.09	86.27	71.29	323.48	240.32	90.93	42.58	26798.49	156.31	28.49	38.63	20890.97	15	14.81	22497.73	11.01	13.95	131.24	79.72	71.14	70.09
cds554	188	49.5	207	714.78	600	1210.64	83.17	31.68	18.11	53.23	50.99	46.49	41.73	64.13	110.96	76.53	39	25	11420.34	78.05	15	30	7438.27	5	5	11973.68	2	4	25.25	28.78	15.39	14.05
cds555	726.51	539.39	179.73	604.33	2488.41	2578.64	66.57	35.97	26.65	52.26	90.26	80.91	72.4	54.6	158.06	146.05	46.11	38.03	13643.78	82.46	15.49	29.61	10598.06	3.26	11.06	13466.12	4.95	9.3	35.66	56.34	20.57	42.9
