gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b
cds1029	40.82	31.67	44.56	18.25	37.87	28.36	43.82	8.24	66.16	46.14	94.79	7	65.76	37.29	11.65	10.99	20.77	9.44	67.07	47.47	68.45	57.81	120.86	39.78	98.24	59.68	81.08	50.46	32.38	22.58	50.75	35.34	94.76	45.33	54.34	51.55	133.89	76.74	123.48	63.27	41.84	89.42	99.82	180.4	127.36	110.21	57.6	229.7	55.97	174.35	133.99	47.3	33.36	161.03	162.57
cds103	84.11	71.49	125.13	48.6	124.39	85.6	110.13	41.36	132.77	130.07	162.73	18.18	104.67	107.17	43.67	32.99	35.5	29.49	103.5	99.45	141.54	111.89	199.24	65.05	168.79	112.52	129.83	90.6	77.33	32.56	74.27	30.87	184	62.21	85.92	71.55	210.53	109.04	254.71	87.03	108.26	224.65	207.71	325.52	258.85	178.47	117.01	314.94	133.49	292.51	222.15	90.55	110.97	307.59	289.29
cds1030	13.49	14.42	28.23	16.19	34.8	26.24	35.72	3.7	62.1	30.59	37.56	5.66	48.53	32.64	12.04	8.2	17.59	14.46	35.16	18.85	41.89	45.88	73.22	26.39	55.18	30.15	58.76	30.24	22.98	15.59	22.85	24.05	65.56	30.48	41.39	32.32	59.88	45.14	81.3	39.52	28.73	79.65	61.81	132.19	80.9	69.74	42.83	153.29	55.92	119.09	82.27	27.24	48.59	114.39	118.14
cds1031	142.72	100.9	127.28	64.59	259.89	190.44	174.72	48.44	192.45	165.05	207.66	23.65	183.45	184.42	65.36	70.77	66.4	59.38	171.72	148.6	184.17	179.21	271.39	91.84	218.56	157.83	201.68	118.1	147.22	58.21	125.66	80.3	232.58	86.77	129.73	129.86	244.99	182.83	309.01	139.12	146.4	292.91	274.13	457.53	283.83	288.27	171.63	460.29	197.74	412.05	333.59	129.44	128.22	407.15	400.3
cds1032	35.75	28	33.31	20.15	96.82	62.17	65.41	11.54	69.65	55.19	88.62	3.68	78.05	61.69	32.3	34.63	31.59	16.29	64.65	38.19	76.47	54.66	142.38	30.48	102.06	60.09	66.65	43.24	61.29	10.28	51.87	26.51	104.18	34.11	56.33	46.56	109.74	65.91	104.34	47.87	52.27	80.87	69.59	158.48	93.22	116.33	68.7	192.19	72.52	152.96	115.6	46.01	46.04	128.51	127.98
cds1033	43.46	33.26	56.61	23.2	82.63	53.19	50.71	8.6	57.26	74.27	75.27	4.63	75.11	51.18	33.36	29.42	17.96	24.59	50.17	50.87	74.5	47.68	92.49	43.16	87.25	47.96	60.12	36.22	36.02	26.56	42.57	34.84	115.27	28.23	36.43	33	92.18	52.65	81.53	46.23	44.76	87.78	77.64	108.93	102.52	96.66	55.58	126.9	66.92	132.03	116.03	38.39	40.58	108.76	118.02
cds1034	38.13	28.45	34.4	24.8	32.17	36.77	52.27	7.5	46.06	51.53	65.67	7.54	44.27	36.4	16.84	19.24	15	8.51	34.87	36.22	57.55	29.94	73.77	23.92	57.22	40.15	44.34	25.89	36.44	11	31.25	16.89	62.81	18.97	25.38	21.15	92.36	53.37	81.49	42.98	38.21	82.78	68.31	83.03	67.97	72.5	44.4	115.62	47.55	85.86	88.65	31.48	30	104.06	80.32
cds1035	33.56	30.68	23.52	9	47.09	26.24	46.46	9.41	45.91	45.52	50.51	4	36.33	21.54	19.73	10.13	16.51	9.52	32.15	26.5	56.27	32.12	72.14	20.85	59.8	28.6	31.71	23.87	27.55	15	22.78	13.44	72.11	19.59	35.62	17.54	72.33	40.41	66.5	28.66	26.9	60.47	42.1	93.57	54.42	59.12	42.63	114.32	43.59	92.47	63.85	23.75	31.06	89.24	93.17
cds1036	207.24	152.68	176.49	81.89	374.48	267.55	270.13	76.15	351.47	322.18	389.2	48.91	304.11	238.14	122.69	106.08	158.91	102.97	244.72	173.22	231.73	226.11	377.97	136.03	307.34	196.19	277.25	139.84	196.44	74.13	154.01	66.68	349	123.13	177.92	166.05	448.72	225.44	349.52	202.54	187.22	344.4	311.25	568.82	334.08	371.63	246.62	628.25	235.82	508.9	421.89	147.79	167.66	426.32	489.22
cds1037	13.41	11.46	15.7	6.53	22.68	15.71	21.76	2.43	18.19	24.32	26.51	3.47	14.55	6.09	11.84	7.07	4.77	5.58	16.5	11.67	18.6	11.08	34.19	8.65	17.57	17.88	23.35	10.75	13.3	2.44	7.4	9.67	25.94	9.3	18.57	18.3	28.26	24.38	25.36	8.96	10.92	20.3	22.36	46.24	30.51	26.92	14.17	43.07	16.7	43.47	31.29	9.01	13.42	35.59	46.88
cds1038	115.71	83.51	152.2	76.34	213.12	151.56	168.38	63.26	256.68	195.68	242.68	18.21	185.97	155.24	74.02	48.3	57.12	48.73	189.07	150.38	201.11	155.19	307.94	88.85	204.93	155.09	239.48	164.45	204.3	81.72	167.28	113.81	245.4	114.66	175.12	167.82	395.68	209.49	309.63	243.42	249.97	432.45	380.58	638.85	514.36	383.8	226.07	658.34	314.68	620.05	521.65	196.23	220.49	727.43	677.63
cds1039	72.16	54.12	50.88	26.47	94.87	55.7	79.9	20.87	118.04	100.38	101.76	10.43	86.29	67.41	27.21	32.87	42.49	25.71	72.94	54.73	77.14	75.88	143.37	35.93	83.28	63.14	86.98	60.52	49.15	20.11	59.23	20.93	94.12	37.59	49.27	47.51	131.89	79.08	114.04	64.73	63.07	109.49	75.42	193.97	107.81	117.35	60.06	202.82	64.83	154.39	111.16	55.42	56.6	154.1	165.39
cds1040	32.04	37.81	45.05	13	62.32	20.45	54.79	10.79	68	57.15	62.66	6.49	56.7	52.48	18.82	9.26	19.39	20.98	36.4	34.2	49.58	40.25	65.48	23.36	67.39	37.89	55.94	22.8	35.19	17.4	34.08	11.91	61.91	17.24	26.11	25.81	86.42	41.1	77.4	29.56	26.46	63.14	50.97	103.01	77.44	70.08	40.61	118.01	31.47	80.99	61.54	27.3	27.33	98.8	84.54
cds1042	0.18	0	0	0	1.33	0.27	0.08	0	0.2	1.39	3.62	0	0.52	0.69	0	0.33	0	0	1	0.46	0.39	2.01	3.15	0	0.6	1.67	0	1.69	0.7	0	1.04	0	0	0	0.68	1.8	0	2.9	1.38	2.25	0.09	0	2.79	1.66	1.17	3.74	2.13	2.91	1.27	0.52	1.57	0	1.07	2.52	1.78
cds1044	220.07	146.73	205.73	96.09	453.79	337.6	305.35	94.11	366.44	301.65	363.63	31.82	284.33	250.28	115.28	101.42	142.85	91.87	214.04	193.88	260.38	193.05	468.04	131.4	349.95	221.54	311.56	175.66	206.49	83.18	168.8	91.24	349.23	111.75	162.48	161.63	406.07	256.78	381.43	178.51	179.94	344.16	337.2	611.46	404.65	402.39	279.22	678.77	218.32	521.96	415.1	151.4	154.83	482.38	498.67
cds1045	56.19	33.13	40.85	14.23	108.26	52.42	47.21	17.82	84.42	61.22	66.65	6.35	66.47	53.58	33.71	18.74	38.32	27.62	52.95	46.47	63.39	49.29	90.2	26.93	70.02	47.2	65.36	40.26	43.56	21.89	39.27	17.82	65.04	32.03	33.32	37.82	108.76	55.81	101.98	48.58	39.95	87.47	75.53	147.88	103.52	104.02	50.55	178.41	67.1	146.19	107.2	30.48	42.49	120.18	141.43
cds1046	54.37	37.56	60.22	20.28	118.59	55.06	67.75	16.91	99.19	62.33	86.39	8.47	81.09	81.16	32.31	21.15	33.46	30.02	68.18	57.93	95.64	62.73	89.05	45.47	102.22	56.71	75.02	43.21	58.54	21.3	60.18	23.13	75.94	37.9	45.92	41.96	113.84	63.49	116.46	57.41	39.1	97.99	124.47	159.16	144.37	115.05	61.61	199.31	74.09	169.18	108.02	50.07	57.69	156.57	186.17
cds1047	14.15	4.38	8.94	8	12.05	14.89	6.41	6.5	15.1	6.5	10.91	2	3.69	7.89	2	2	6.03	2	7.96	5.72	14.49	10.21	28.32	7.68	15.43	12.55	8.89	6.75	6.82	2.02	8.96	3.8	9.69	6.08	7.1	6.83	24.49	10.72	23.1	6.15	14.1	18.37	18.45	35.19	31.14	13.78	11.31	37.24	7.52	34.25	20.86	6.7	9.15	42.08	30.87
cds1048	11.58	10.95	7.26	6.79	9.92	8.13	17.62	0	9.24	12.9	10.92	3	9.1	9.29	5.34	4.39	4.02	3.89	12.71	7.66	13.86	4.07	35.87	9.41	25.21	19.88	15.61	9.19	7.64	4.46	8.54	2	23.65	5.09	8.35	6.7	28.91	13.63	20.25	10.63	13.9	18.43	19.47	30.58	43.5	24.99	18.81	48.6	13.41	40.13	29.14	10.35	9.44	39.79	43.91
cds1049	6.57	11.5	11.17	8.59	15.45	4	18.05	0	11.25	6.9	11.56	0	5.34	12.25	2.65	4.52	4.37	4.08	7.59	10.51	15.55	11.33	20.48	8.52	27.42	19.07	15.25	9.22	12.32	3	8.9	5.63	15.23	6.33	15.09	7.56	28.41	19.79	22.62	12.37	8.93	23.44	29.05	41.12	17.13	19.32	18.96	31.01	10.73	30.26	20.84	3.31	10.29	26.97	37.11
cds105	52.32	50.1	46.54	15.2	110.17	60.96	70.91	11.89	86.05	63.36	76.05	1	50.09	45.96	19.07	18.18	20.2	18.12	45.64	37.31	45.25	42.13	82.29	33.77	68.54	50.89	64.76	38.22	40.56	9.03	51.46	23.28	87.53	45.13	55.18	45	104.74	71.11	88.97	68	47.5	76.73	86.27	149.55	133.66	122.71	82.5	220.62	61.85	166.04	112.74	38.16	56.56	168.47	178.09
cds1050	144.18	129.73	139.44	78.03	256.93	205.7	188.26	59.42	262.54	231.65	298.63	27.86	184.46	178.39	82.08	61.47	102.77	46.61	174.37	103.18	173.03	155.47	273.85	77.04	197.35	125.45	211.56	116.45	163.65	54.23	99.47	59	240	78.51	131.19	93.5	275.08	166.35	281.61	152.82	142	259.98	216.03	438.54	236.93	285.34	147.9	493.3	155.62	323.43	233.5	108.41	101.73	353.58	343.87
cds1051	89.61	64.15	72.49	52.23	157.41	115.55	99.06	38.94	173.92	123.2	151.07	17.39	85.15	65.06	53.14	42.8	70.65	24.19	83.87	55.13	84.06	87.78	137.46	57.47	133.09	56.54	103.14	65.45	67.69	31.68	70.47	33.04	115.73	55.85	69.37	73.66	160.95	99.79	158.31	73.34	81.78	144.5	146.77	237.94	203.72	163.26	113.23	299.8	106.29	212.2	184.95	72.47	70.67	242.11	267.8
cds1052	120.5	92.21	83.65	62.55	201.73	119.99	152.36	38.85	165.18	153.7	200.9	17.53	126.78	122.45	63.25	53.66	82.23	46.28	113.17	69.93	124.15	88.76	228.97	59.33	177.23	89.47	155.43	98.39	106.91	40.5	84.96	57.17	172.1	75	117.3	93.84	278.11	132.96	218.11	137.92	129.67	181.46	169.68	371.81	250.99	234.72	143.26	473.4	143.89	344.99	230.48	101.45	101.65	374.46	393.52
cds1053	100.91	84.63	112.46	63.29	247.88	200.29	133.21	48.59	166.72	151.02	212.26	20.79	138.23	105.46	70.4	57.84	77.18	60.26	101.38	58.85	131.04	77.49	184.09	64.51	138.31	97.63	119.07	73.82	97.06	39.67	81.35	51.88	148.34	59.7	90.52	89.39	211.36	115.3	196.65	108.18	94.63	143.53	151.09	310.78	209.92	216.83	111.74	353.71	110.81	285.06	177.45	60.81	65.08	295.71	254.24
cds1054	76.3	54.62	57.29	40.89	215.84	140.43	120.38	46.44	125.23	141.37	180.03	20.3	106.44	92	50.68	52.42	47.09	22.9	92.11	85.08	100.69	93.2	171.07	57.08	128.36	79.78	117.78	55.31	68.37	31.97	69.99	46.61	159.63	42.11	81.65	70.33	197.85	95.67	169.35	92.21	68.43	143.64	176.37	273.32	226.66	194.05	108.56	350.7	121.39	255.98	206.3	74.66	81.64	238.18	285.29
cds1055	153.64	115.3	154.72	67.37	349.25	236.58	198.93	48.77	271.04	306.58	391.06	23.28	248.2	227.23	140.46	80.63	88.66	60.26	265.08	126.41	305.18	152.66	436.43	138.88	333.46	162.35	295.26	178.11	192.35	103.11	237.52	99.27	364.94	144.95	206.93	189.49	565.6	303.75	384.15	242.97	216.3	310.26	477.36	731.03	657.99	519.67	298.75	942.7	346.18	730.39	486.63	184.63	193.94	826.66	708.68
cds1056	532.49	374.42	625.46	266.61	846.68	605.19	684.77	179.76	980.8	822.87	1228.38	112.93	874.02	817.42	497.49	451.4	324.27	266.12	842.24	551.96	1092.99	588.64	1437.75	478.45	1112.15	709.41	1167.09	718.35	951.69	468.37	915.73	574.99	1810.74	740.16	923.12	814.51	1928.77	1117.78	1607.11	1248.16	1251.68	1764.03	1621.92	2770.25	2439.55	1932.88	1193.92	3834.89	1806.44	3371.07	2759.07	1156.18	1239.07	3421.32	3706.31
cds1057	18.15	14.46	24.3	14.8	49.45	31.12	23.58	12.2	27.78	23.44	30.87	3.05	34.04	17.86	9.64	13.15	10.83	8.06	16.58	26.35	24.42	22.73	35.9	13.84	42.37	22.19	23.89	15.47	20.19	6.83	13.49	8	26.82	9.74	14.68	15.56	43.65	26.44	33.55	21.43	20.97	36.61	43.66	62.8	75.16	34.18	15.69	71.55	34.66	52.76	48.11	23.02	15.21	70.19	61.51
cds1058	34.8	18.61	27.53	26.47	100.63	88.54	42.06	27.69	52.28	62.23	53.65	8.25	68.56	46.26	24.54	29.18	32.2	20.84	42.16	34.86	83.94	49.64	107.37	29.96	81.04	57.04	55.06	44.95	41.56	14.26	59.13	25.1	89.13	29.03	48.37	40.36	66.72	46.89	78.33	40.09	33.05	76.79	80.79	110.85	75.77	74.79	32.64	116.33	39.04	109.5	66.33	37.87	23.93	82.77	99.52
cds106	8.62	4.55	9.58	1.3	42.82	10.6	14.4	0	9.13	8.54	28.12	0	11.41	11.97	8.76	5.71	3.89	2	9.85	12.69	14.06	6.84	17.41	9.23	13.96	8.74	20.24	7.64	7.21	0.19	8.5	7.58	13.46	3.37	14.29	5	22.95	17.22	25.27	2	6.54	21.76	23.04	19.42	26.95	8.03	6.74	23.18	13.87	21.31	16.57	7.84	11.2	27.71	39.42
cds1061	91.86	80.97	97.23	39.64	137.05	60.26	122.33	24.81	162.2	104.88	149	13.58	144.22	116.33	51.87	44.53	41.98	30.5	120.3	72.56	142.53	102.85	252.75	67.63	192.04	118.97	154.78	101.57	103.88	39.52	106.06	59.41	178.13	72.1	113.12	89.01	249.46	137.47	190.21	94.65	75.82	136.31	145.95	308.39	221.37	216.42	121.62	355.58	133.68	306.31	200.28	65.05	84.28	275.99	270.02
cds1062	58.64	51.92	68.25	20.06	121.01	51.64	79.76	7.16	149.51	81.8	113.7	20.29	89.04	85.17	55.99	41.82	50.94	28.4	74.11	59.31	85.04	81.67	128.75	55.28	109.77	48.18	102.64	44.39	57.87	23.62	51.5	32.11	118.43	37.16	59.84	46.29	121.51	61.51	119.77	51.33	57.87	122.69	126.22	163.02	107.18	109.7	58.51	201.22	68.74	137.46	105.62	39.73	53.67	156.5	154.52
cds1063	24.24	15	21.58	12.87	48.52	16	24.94	4	26.29	32.51	30.5	0	31	32.32	13.27	8.5	10	6	18.95	20.92	29.88	32.49	45	13.79	50.08	24.38	28.5	23.5	14.98	13	16	12.17	45.45	14.5	20	13	71	25.11	37.85	21.86	18.5	30.38	41.44	64.53	41.5	32.72	26	65.36	17.46	57.05	38.55	19.97	20	48.67	51.33
cds1064	104.82	65.56	98.84	39.81	195	123.01	120.94	21.48	172.23	101	187.69	16.61	161.46	102.87	47.71	25.1	43.1	37.93	112.88	87.79	149.24	96.94	226.78	72.7	173.18	103.21	140.3	66.88	93.56	44.74	90.97	62.95	168.72	55.59	96.13	77.56	249.4	130.44	177.8	140.28	113.81	187.42	167.21	301.61	244.41	212.18	132.79	384.73	128.45	297.14	218.77	97.91	94.54	286.52	313.41
cds1065	61.94	25.95	53.31	17.64	114.49	21.26	55.41	4.87	62.5	40.02	74.35	1.95	58.6	28.78	21.87	11.4	17.83	10.86	47.98	27.42	58.77	29.33	69.95	44.4	93.08	28.21	75.88	28.57	43.96	22.49	47.68	21.27	75.39	23.58	39.16	28.31	115.23	47.08	57.59	68.11	60.16	76.77	72.32	102.63	131.92	115.25	45.8	161.35	74.03	110.38	90.47	49.87	38.23	125.32	120.27
cds1067	55.19	62.61	49.34	27.05	83.7	55.48	83.58	29.54	73.57	88.06	97.95	19.25	90.19	83.27	39.64	31.52	46.56	46	55.16	36.01	75.76	66.86	114.39	39.1	85.81	51.93	63.82	36	47.62	28.71	49.85	25.3	71.96	38.3	50.22	42.39	88.24	57.78	104.66	64.06	51.71	88.82	88.97	151.08	118.89	86.1	57.26	125.41	69.06	151.35	111.97	38.97	39.65	140.28	151.36
cds1068	65.64	39.95	73.02	20.85	159.22	99.54	86.39	31.77	89.28	94.07	122.59	14.03	105.1	82.9	44.24	30.79	31.09	33.3	65.3	54.68	94.49	74.79	119.54	49.39	110.96	58.74	81.9	46.2	55.58	27.44	57.57	32.31	111.49	44.5	49.4	57.32	114.89	72.39	87.87	59.13	71.65	101.18	130.74	153.54	154.45	98.63	60.4	180.61	74.66	155.56	122.03	33.63	53.68	159.65	172.17
cds1069	32.79	26.25	37.25	18.74	53.08	32.05	47.24	9	62.67	45.58	48.53	3.79	52.25	53.98	9.03	15.04	21.7	15.34	47.43	43.15	52.84	43.86	71.17	29.33	51.9	32.36	54.77	34.18	32.64	11.08	32.38	22.62	62.78	25.3	37.95	29.59	76.03	47.98	87.67	52.02	36.54	57.86	50.98	103.81	90.41	66.67	53.51	119.26	50.9	96.39	94.6	25.58	31.15	108.07	90.3
cds107	23.68	23.75	17.07	24.72	55.46	14.92	41.94	10.41	45.63	29.58	49.68	4.15	36.97	40.17	25.69	24.78	30.09	15.57	32.76	25.47	31.35	21.71	59.8	13.56	46.32	31.62	34.12	18.55	24.33	7.38	23.1	16.39	46.34	15.31	29.52	25.31	45.44	25.04	41.94	21.52	24.31	45.03	48.75	71.29	63.82	49.74	42.69	96.01	42.27	91.69	63.29	24.14	24.85	84.45	72.77
cds1071	26.39	9.44	17.67	2	25.75	18.56	20.75	11.12	17.29	19.77	18	2.84	23.61	15.85	6	5.26	8.87	6.14	17.87	14.24	24.72	21.24	35.62	18.01	33.7	22.06	29.27	13.14	13.37	7.34	8.58	9.17	30.9	14.78	11.73	16.87	30.43	17.75	33.38	12.17	10.25	23.96	28.07	46.77	32.71	23.74	19.4	55.11	19.24	43.7	28.45	8.72	16.55	27.12	51
cds1072	82.43	80.23	59.94	44.24	114.62	126.45	69.56	34.13	116.57	86.88	107.58	23.7	94.66	96.02	30.99	30.3	39.42	27.02	66.02	51.38	105.22	85	152.83	34.99	107.92	100.66	83.88	55.17	68.23	27.47	54.15	32.07	120.38	36.54	63.6	51.03	143.11	95.3	151.04	57.5	46.1	124.81	140.77	217.38	142.17	125.43	96.82	249.71	65.26	187.41	141.59	46.79	45.65	157.57	138.02
cds1073	9.41	9.03	8.63	4.25	27.45	17.84	14.17	1.05	17.81	14.41	13.09	0.71	15.4	9.66	7.96	5.53	6.61	3.67	10.71	8.98	15.14	11.89	24.4	15.51	15.78	6.9	19.66	3.99	11.4	4.23	11.35	0	21.39	10.76	13.1	5.52	21.17	16.26	14.24	12.43	4.59	18.91	20.95	37.67	10.92	20.87	11.52	41.55	10.88	29.13	24.24	3.67	10.99	42.75	29.66
cds1074	159.61	112.07	155.86	101.56	328.95	209.78	182.34	50.89	280.76	200.17	225.18	36.71	217.69	206.6	79.73	83.55	98.02	83.69	159.79	135.45	172.78	171.42	294.37	93.6	230.57	163.56	191.18	119.64	143.06	48.39	98.45	64.14	216.88	84.57	112.73	111.86	245.19	166.39	269.81	134.54	106.55	238.55	269.27	376.84	319.78	245.23	142.47	451.67	139.44	377.33	252.96	93.71	98.44	394.51	348.23
cds1075	23.48	31.66	24.73	13.1	64.78	24.97	28.75	5.48	33.72	33.76	34.5	6.07	29.06	25.53	15.69	11.37	22.38	6.16	31.21	20.23	35.6	32.04	45.9	18.7	47.96	25.3	35.04	16.96	22.24	16.37	17.26	11.5	32.84	16.03	19.82	15.58	62.38	42.72	53.12	27.97	28.53	43.72	44.08	61.86	66.95	38.63	25.3	77.28	30.57	66.24	42.14	18.36	38.28	72.26	65.02
cds1076	86.8	65.49	86.6	23.23	260.8	116.44	140.77	30.55	164.05	146.87	164.02	13.95	153.58	191.57	61.02	73.49	70.02	54.14	116.57	110.28	121.27	102.95	191.18	72.99	131.46	108.09	161.71	102.45	89.12	43.2	85.82	63.41	183.34	84.14	106.03	111.51	212.29	155.53	226.42	185.89	171.78	299.09	244.36	394.99	346.38	216.84	138.19	415.32	247.7	385.87	417.77	159.63	174.6	373.73	462.86
cds1077	164.18	127.86	124.44	80.83	292.83	208.72	231.01	79.52	248.5	201.74	242.56	16.83	209.3	175.35	91.97	87.7	128.74	57.7	135.75	121.39	173.24	185.33	277.44	92.74	218.54	146.88	156.82	99.68	127.83	42.61	104.75	70.13	204.75	98.65	112.32	126.85	229.96	152.72	250.85	134.09	116.86	210.82	257.36	367.41	274.95	237.72	125.75	369.46	115.73	317.61	221.98	102.69	93	315.14	331.82
cds108	50.64	49.17	71.33	15.9	163.92	77.47	91.72	22.99	123.51	81.35	140.71	8.27	91.37	103.1	55.93	58.71	46.4	34.89	80.81	57.87	97.75	59.93	145.35	60.86	106.88	71.04	99.83	59.8	85.09	38.27	79.25	44.46	157.83	51.03	71.86	64.91	128.76	97.3	147.84	89.99	71.63	146.29	164.81	259.86	236.63	179.17	91.67	326.63	130.17	268.39	197.1	73.86	75.22	284.27	277.79
cds1080	108.39	86.88	93.06	47.53	186.73	125.99	120.51	34.14	160.34	141.24	158.21	16.36	128.53	135.61	46.97	33.08	61.39	40.45	99.56	85.77	146.59	87.79	208.53	69.8	159.35	98.36	126.11	75.23	84.76	35.59	75.47	40.09	130.8	52.11	79.24	68.71	199.79	114.47	176.78	78.73	70.13	143.96	158.88	252.7	164.7	157.29	131.25	274.62	93.12	246.02	143.98	68.19	53.88	246.59	231.92
cds1081	28.36	25.26	13.11	10.74	43.69	28.94	36.3	5.75	28.25	22.89	40.5	0	23.9	10.99	10.12	4.95	10.52	5.02	19.06	17.2	29.9	13.9	46.55	20.31	22.4	11.66	23.43	12.73	10.43	2.17	11.8	13.64	22.26	7.72	8.48	15.7	44.16	19.62	37.25	14.47	11.53	30.99	31.91	51.16	38.28	29.61	22.38	56.42	17.63	57.66	32.78	20.07	10.62	47.25	45.4
cds1082	25.7	19.15	27.97	9.35	63.75	39.73	37.28	9.51	57.79	28.8	52.95	7.08	46.82	24.04	17.43	12.78	12.07	10.34	34.89	19.43	55.97	32.87	72.19	11.74	59.76	38.13	39.07	23.83	23.27	12.88	19.91	13.42	39.77	13.9	27.1	22.95	70.2	35.15	63.13	33.83	36.02	56.85	48.79	79.54	69.3	62.65	30.16	101.34	35.88	86.14	55.45	30.4	22.81	71.18	74.81
cds1083	35.87	17.82	30.88	10.24	59.62	29.05	35.43	3	42.82	37.7	38.88	2.08	35.68	27.67	11.05	12	8.96	13.03	33.35	27.11	35.05	29.14	52.99	20.7	56.6	44.55	29.44	31.43	29.23	9.44	21.74	13.67	62.73	19	29.1	17.19	51.38	35.24	55.52	27.42	21.84	52.46	41.01	69.5	64.47	64.08	20.86	91.6	29.37	69.53	61.92	30.21	38.45	67.65	78.4
cds1084	49.77	38.68	54.43	22.18	105.03	51.06	66.33	18	101.54	75.04	84	4.5	72.52	52.39	26.84	18.68	21.82	16.08	73.21	47.4	77.24	62.89	108.97	42.15	93.55	59	63.12	43.7	59.9	25.15	49.89	24.48	96.8	33.42	67.02	44.68	111.03	67.99	93.48	61.66	54.75	92.15	137.58	209.29	137.44	112.08	50.23	226.87	82.87	153.92	104.46	60.98	50.6	161.1	182.31
cds1085	15.08	7.65	3.18	1.83	24.2	31.23	19.41	2	12.52	14.53	14.68	2	11.32	4.38	3.87	1.71	1.21	1	11	6.36	6.22	10.3	17.61	6.17	21.82	6.77	5.12	10.21	3.56	2.8	6.08	3.19	8.97	5.48	5.54	7.24	12.52	5.69	16.72	8.91	8.57	10.63	18.44	18.13	13.36	10.94	8.1	17.4	8.63	12.72	13.71	4.2	5.8	13.33	12.56
cds1086	5.98	0.71	1.03	1.72	7.56	5.83	5.27	0.26	3.77	3.19	3.46	2.35	5.53	2.87	3.64	1.43	1.53	0	4.05	1.9	5.68	4.38	6.44	1.29	4.38	5.95	12	5.68	3.86	0.53	2.33	1.9	5.01	2.17	4.44	3.85	5.61	3.02	6.79	1.23	1.35	9.2	9.41	3.68	5.75	7.06	4.43	12.92	5.8	8.96	6.03	1.98	1.3	14.24	8.43
cds1088	81	68.67	83.9	56.17	177.98	121.64	140.39	26.42	132.23	113.59	142.33	17.05	102.55	83.6	35.26	26.87	56.26	35.3	94.45	67.57	95.73	118.24	177.42	65.97	135.65	62.91	97.93	67.28	55.97	32.93	50.39	44.09	110.28	47.87	57.47	65.39	152.1	112.3	173.74	61.93	69.9	117.44	146.68	223.11	179.32	143.75	83.75	231.21	84.48	212.75	152.86	57.9	55.33	205.62	240.47
