gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b
cds775	190.26	160.58	221.39	112.11	325.06	212.4	255	64.31	349.08	254.8	382.86	37.13	287.11	271.84	111.52	121.48	102.33	76.77	223.57	164.08	229.6	196.38	381.96	114.65	315.56	224.39	321.11	176.79	249.25	94.05	198.37	121.88	352.49	153.42	209.97	200.03	496.55	313.19	456.69	298.08	252.49	506.79	431.87	704.64	531.09	466.56	278.3	838.75	301.67	794.86	561.04	218.39	253.79	707.29	756.17
cds776	96.52	69.62	122.4	54.61	189.7	132.74	135.63	44	229.42	198.87	241.99	13.39	131.64	169.07	55.02	72.59	68.24	58.67	153.56	111.08	168.33	105.17	260.33	79.85	153.59	131.59	199.04	121.95	104	64.37	102.83	73.79	228.99	87.23	103.05	129.35	297.13	190.37	287.78	126.97	129.59	248.56	313.59	465.93	332.7	276.74	177.27	536.04	173.18	413.72	292	92.61	114.39	439.3	417.72
cds777	195.27	182.17	227.96	87.43	339.4	280.16	256.54	80.61	354.82	344.1	458.56	23.85	286.89	321.27	143.09	106.36	152.87	73.92	247.54	178.28	272.66	211.75	477.87	170.51	373.32	236.1	380.68	225.57	241.4	99.91	233.16	119.81	402.03	181.74	239.12	249.07	600.83	369.29	511.71	311.98	282.74	423.58	485.63	743.62	666.7	511.55	355.71	1083.9	307.01	848.82	557.69	215.93	246.38	690.46	783.66
cds780	337.13	321.91	440.07	210.86	373.2	323.6	469.02	161.58	683.8	604.81	975.59	67.96	619.65	522.35	208.84	168.36	222.94	144.31	649.82	358.32	846.54	290.58	1166.53	329.64	879	602.45	1169.48	586.87	831.45	387.01	1000.83	509.02	1437.9	635.42	845.72	803.3	2746.7	1161.91	1764.09	1211.09	1046.92	1595.08	1459.62	3585.73	2795.24	2521.95	1193.62	5628.75	1965.7	4289.48	2521.6	1157.97	1166.31	5428.72	5346.95
cds781	2806.72	2271.95	2996.72	1491.72	3015.87	2473.23	3252.41	990.83	5024.12	4327.51	6468.29	589.83	4796.03	4005.77	1853.07	1536.09	2040.75	1233.18	4145.34	2430.59	5962.86	2558.29	9486.95	2320.68	6147.33	3805.34	7760.97	3715.24	5337.93	2366.66	5962.8	3118.43	8732.25	3495.56	5088.86	4441.84	15721.32	6346.08	9676.55	4970.48	4591.45	6354.63	8297.85	18404.58	13802.86	13979.89	6583.08	27541.5	7125.37	20268.95	9566.34	4354.3	4510.38	25035.33	22881.57
cds782	50.56	56.62	46.03	23.35	118.4	72.81	70.94	17.61	107.38	111.24	107.59	10.81	101.31	62.41	25.92	12.64	44.59	16.66	77.35	66.32	74.05	68.14	164.98	55.88	140.47	88.25	99.53	68.96	77.63	33.77	63.62	50.52	154.63	53.42	63.69	71.85	188.07	98.08	133.39	81.11	65.33	136.13	118.2	212.87	181.09	186.94	97.41	288.69	88.94	220.61	151.16	53.67	63.72	223.6	242.58
cds783	1	0	0.23	0	2.14	0	0	0	4.5	1.47	0	0	0	0	0	0	0.55	1	0.58	0.59	1.5	0.82	2.13	0	4	1.73	1.58	1.01	0.61	0	0	0.73	2.55	1	2.13	1.05	2.28	0.55	1.85	0	0.44	0	6.19	3.74	1.63	1.89	1	1.62	2.33	0.67	0.72	1.62	1.74	3.93	2.85
cds785	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0.88	0	0	0	1	0	0	0.34	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5	2.77
cds786	9.95	13.11	8.43	4.39	24.71	6.67	10.05	1.5	25.14	17.77	20.09	0.29	9.56	11.24	8.78	5.23	3.77	3.45	9.08	11.21	7.63	6.11	16.38	10.29	16.86	8.57	6.45	7.05	10.57	2.83	6.92	3.51	10.65	5.44	6.6	4.23	18.02	7.01	14.63	12.35	9.21	11.26	12.29	21.63	19.54	14.83	9.76	30.2	11.11	14.62	22.6	7.16	6.94	21.08	24.78
cds787	77.19	72.33	68.4	42.56	121.06	98.69	96.64	24.65	127.95	129.94	113.38	20.87	107.52	92.49	45.13	44.49	47.62	38.29	74.58	37.58	111.57	83.66	157.86	49.89	103.07	76.23	104.63	61.78	81.79	19.86	70.21	34.45	125.33	38.64	57.67	51.65	139.34	83.54	127.11	63.12	61.74	118.47	136.43	222.58	134.53	132.35	75.12	247.29	85.22	189.82	137.69	53.49	43.49	183.56	172.03
cds788	55.29	31.43	41.33	23.95	94.02	56.05	67.87	13.11	99.34	83.66	90.63	11.66	71.18	85.75	31.84	24.24	25.55	24.2	61.04	48.99	69.12	70.68	97.25	36.88	69.62	53.07	67.46	58.53	48.34	20.51	34.97	37.08	73.73	22.21	41.87	37.48	93.69	62.64	99.41	71.1	53.69	91.49	97.26	141.29	89.66	88.11	76.33	155.18	55.88	107.33	97.47	44.04	39.49	104.11	121.76
cds789	0.27	0.4	0	0.08	0.81	0.77	0.67	0	0	0.4	0	0.37	0.35	0	0.14	0.12	0.8	0.54	0	0.97	0.39	0.24	1.49	0.89	0	1.13	0	0	0.82	0.08	0.42	0	1.06	0.55	0	0.85	0.08	0.5	0.36	0.72	0	1.02	0.86	1.54	2.7	0	1.28	0.71	0	1.03	1.76	0	0.51	0.64	3.65
cds79	233.66	191.59	233.99	138.87	374.57	224.08	274.28	84.97	371.85	318.98	433.07	33.23	292.73	258.29	149.85	108.73	143.64	90.74	260.14	181.45	313.08	226.4	471.38	166.66	371.15	229.88	280.05	203.06	198.07	108.02	182.18	119.81	359.25	129.17	190.61	223.42	506.67	293.86	430.31	231.35	211	351.95	379.69	655.77	462.04	465.62	276.16	840.35	284.41	660.78	476.88	177.98	211.08	630.44	623.84
cds790	84.96	44.16	68.05	24.66	162.7	94.13	90.62	21.5	113.27	91.97	119.85	8	101.4	71.39	34.77	26.28	51.94	24.65	80.68	51.64	83.67	87.22	155.59	53.7	117.35	83.79	90.9	54.05	42.79	29.2	64.3	37.21	101.96	37.59	62.24	44.8	146.63	94.79	132.94	60.8	62.65	140.05	126.03	227.19	141.27	116.96	81.09	206.09	76.84	206.91	147.31	47.19	63.51	190.88	183.17
cds791	18.19	17.88	13.42	3.8	29.18	11.51	12.89	0.77	22.51	21.75	24.67	1	25.29	9.81	0.7	4.04	3.39	0.83	15.61	13.23	21.09	16.12	35.56	9.63	24.38	16.85	16.55	9.37	11.36	3.22	9.17	5.7	23.53	7.62	12.94	7.36	27.9	24.24	40	19.84	8.56	32.24	27.07	48.78	30.34	34.36	20.37	48.36	19.34	43.65	30.07	16.99	18.2	42.16	34.39
cds792	4.45	0.74	2.12	1	1.24	0.89	2.45	1.22	1.84	2.72	6.23	2	5.25	2.35	0.87	1.05	1.54	0	3.47	3.86	0.92	2.52	12.03	0	7.19	4.91	1.74	2.43	2.64	0.53	0.38	1	4.97	2.53	2.54	2.66	5.54	5.99	2.4	6.11	1.11	8.38	2.94	15	5.65	4.39	7.57	14.49	3.47	4.42	6.81	5.28	4.98	7.96	7.63
cds793	28	19.41	23.94	3.39	54.87	31.72	24.16	3.97	35.74	32.66	47.73	0	36.85	27.07	10.5	6.05	12.16	10.17	36.86	21.39	51	23.52	45.8	18.86	42.23	31.54	34.7	29.69	20.27	8.3	28.93	9.58	53.55	17.37	25.58	24.92	61.19	29.68	56	21.61	23	60.96	48.88	78.98	79.2	50.3	25.07	112.64	39.21	77.46	60.23	32.41	29.83	82.39	119.45
cds794	84.63	44.93	76.54	17.75	158.77	82.48	81.02	21.97	120.87	107.55	144.58	4.97	97.92	92.04	54.45	37.6	40.22	30.23	68.49	58.86	105.46	66.62	150.51	66.26	134.97	81.1	103.94	65.95	70.84	24.89	59.93	37.97	114.62	41.12	91.92	70.62	154.18	97.82	151.62	80.25	72.57	114.17	137.01	216.74	193.91	156.91	80.52	220.69	92.04	207.02	145.08	56.93	59.76	218.44	162.97
cds795	184.69	169.85	148.19	51.06	264.53	194.55	206.76	71.59	297.01	288.48	388.88	23.01	347.18	322.93	121.58	111.96	112.21	81.68	299.37	212.33	355.86	218.65	562.98	171.25	355.45	236.78	347.4	235.85	214.33	91.65	251.54	142.98	509.6	185.77	248.07	208.79	610.72	394.19	515.51	311.18	279.57	442.08	428.74	815.08	562.77	520.76	384.36	999.53	335.99	807.49	585.53	238.22	216.98	749.95	755.62
cds796	151.7	93.87	138.49	50.98	253.96	145.4	183.09	40.8	251.15	248.76	322.14	27.7	322.05	237.97	83.81	89.61	92.17	69.04	204.39	145.47	268.32	190.3	497.03	140.5	340.96	237.12	263.22	180.62	181	88.95	218.26	112.11	363.44	133.65	211.19	166.03	448.18	279.8	359.92	202.32	186.39	321.61	306.17	598.68	496.07	419.42	285.27	837.32	269.88	674.64	421.32	166.46	177.29	603.93	582.27
cds797	114.84	101.8	163.68	83.15	166.36	151.58	158.67	43.89	199.59	185.98	305.85	30.78	290.09	204.47	92.96	71.52	89.79	42.37	200.74	138.32	252.7	180.84	392.12	123.56	330.61	197.89	258.86	165.87	190.27	96.4	188.04	102.86	403.53	123.89	208.7	179.26	444.8	277.52	359.9	240.73	190.5	338.83	347.46	530.87	412.17	390.37	248.29	690.8	236.58	559.11	476.01	157.16	173.77	559.41	511.31
cds798	226.84	139.59	176.46	94.38	243.08	219.93	198.28	60.61	339.13	277.57	472.06	38.59	494.24	387.92	120.8	138.01	156.27	99.47	341.02	237.84	359.7	284.16	679.6	192.82	493.88	332.94	438.96	278.71	308.96	123.02	327.84	217.63	636.5	247.61	293.9	305.07	777.22	482.33	583.03	308.46	362.08	558.03	450.2	826.07	581.56	691.65	449.21	1355.03	437.42	1024	743.86	272.97	286.28	872.55	899.46
cds799	255.42	174.22	225.97	137.71	434.18	397.35	324.9	114.01	439.69	402.08	551.38	57.16	508.54	402.88	189.75	171.96	169.94	110.64	409.5	309.71	433.91	399.95	825.29	216.61	578.59	353.71	554.14	329.07	390.34	147.07	363.66	204.41	770.09	279.33	351.37	299.23	816.98	446.79	739.42	315.42	301.82	594.98	592.06	1063.81	731.94	712.72	449.68	1341.18	401.7	990.55	771.05	268.52	298.56	908.94	974.48
cds8	61.32	42.71	48.97	27.76	105.41	81.85	82.22	37.81	269.36	239.79	800.86	66.27	1087.87	670.6	309.82	277.43	132.31	64.07	535.41	294.31	732.94	346.68	1157.37	241.84	596.48	385.44	1063.31	493.58	782.72	273.9	939.7	466.35	1468.06	545.7	571.81	485.26	1248.79	707.7	730.47	101.68	93.98	134.85	614.94	1090.41	792.74	1153.17	745.62	2197.01	169.17	1343.87	242.34	89.82	86.77	1263.06	1060.67
cds80	42.82	28.33	23.91	4	73.49	65.07	36.68	15	33.61	52.59	43.55	6.64	35.66	51.27	25	20.2	23.63	11.76	31.39	24.4	22.43	39.56	52.66	29.24	38.65	25.79	34.56	18	27.54	10.4	11	10.21	46.07	18	19.62	11.67	45.03	32.81	49.62	25.39	31.41	48.28	39.37	82.88	54.56	41.46	23.76	72.3	38.68	63.82	58.19	12.77	20.76	61.04	68.76
cds800	36.51	12.07	28.87	11.06	49.2	29.85	31.27	6.77	44.15	37.43	80.09	0.22	90.46	81.4	35.31	28.31	19.88	8.48	58.75	33.02	103.69	59.97	119.35	33.53	77.48	51.73	89.8	49.82	62.43	30.97	88.3	45.69	155.24	54.79	52.33	38.01	98.13	68.94	91.77	44.52	40.34	91.16	76.73	136.96	79.41	122.21	79.73	192.33	59.5	143.38	126.99	38.4	41.66	141.58	101.38
cds801	197.9	171.15	183.26	115.47	356.14	260.08	259.81	84.89	252.19	257.81	257.18	33.41	216.99	175.49	92.62	70.37	152.47	77.58	172.38	156.79	201.43	217.3	351.26	137.09	268.63	166.02	212.62	138.17	122.74	63	118.65	85.09	248.89	104.19	137.74	108.64	323.3	185.36	335.41	166.35	148.1	318.13	339.5	532.31	375.13	273.59	195.03	498.2	172.15	397.1	275.9	104.77	134.13	359.62	432.74
cds802	3.86	0.53	1.11	4.1	6.35	6.06	2.34	0	0.99	3.45	2.94	0	1.48	0.61	0.47	1.44	0.66	3.53	2.69	2.71	3.06	2.28	3.59	1.27	5.05	1.74	1	1.4	2.61	1.79	1.12	0.04	1.9	0.72	1.54	0.29	3.26	2.29	4.33	2.08	1.16	4.33	2.25	5.11	2.99	1.33	0.97	3.62	0.75	3.46	2.15	0.52	0.06	5.28	4.66
cds803	102.08	86.23	110.21	39.87	155.51	145.82	129.54	45.61	168.12	118.37	189.39	21	119.96	105.11	70.77	59.49	64.57	45.09	107.5	89.53	147.79	111.98	225.36	84.75	156.99	98.71	129.76	80.38	84.25	52.81	70.41	54.09	141.16	58.88	68.66	83.45	196	114.04	197.26	78.53	70.59	116.53	178.76	270.76	175.26	174.74	91.73	269.83	88.32	215.08	179.73	49.7	61.17	204.68	189.41
cds804	4.02	1	4.25	0	5.9	0.8	9.41	0	27.07	27.64	97.6	4.5	149.24	106.8	43.2	40.88	10.81	11.21	97.84	40.97	110.67	54.93	162.74	32.45	104.77	61.45	112.12	68.57	80.58	37.79	80.62	48.33	196.44	85.03	73.4	52.49	119.18	77.2	71.83	38.65	45.41	73.78	73.57	114.05	74.58	106.68	82.54	207.86	67.7	146.85	132.51	45.08	49.64	117.98	98.35
cds805	175.86	105.67	128.61	79.69	227.94	155.8	185.05	57.31	242.85	216.44	267.81	25.63	211.15	184.04	58.87	72.46	111.59	71.72	135.8	132.34	188.84	163.92	305.74	97.83	220.69	145.24	165.14	109.41	139.77	59.92	110.9	75.21	201.93	80.85	110.68	117.84	254.49	177.27	291.54	135.89	127.6	242.22	231.16	404.3	287.36	236.57	161.62	443.85	143.11	378.42	247.82	103.11	114.19	306.77	310.98
cds806	208.51	142.98	184.06	114.4	271.76	200.13	240.94	77.7	291.85	253.44	369.97	44.66	273.79	206.18	101.6	94.82	139.86	75.89	227.22	144.21	268.68	180.38	414.68	147.47	298.24	164.61	235.34	156.48	159.38	67.18	133.55	82.95	286.92	120.36	130.68	148.92	353.41	219.71	352.89	193.87	176.89	327.85	285.96	519.67	336.77	318.1	234.5	679.94	205.14	466.37	341.47	118.92	132.94	420.75	466.53
cds807	96.36	66.49	74.39	52.75	134.78	104.62	87.78	35.44	128.54	101.53	126.97	17.57	99.49	53.69	30.5	33.48	48.59	37.7	73.72	75.47	105.24	95.28	168.68	55.74	119.52	67.76	70.96	52.42	56.22	21.1	52.04	22.25	96.54	51.19	40.45	58.33	135.29	69.16	126.63	56.84	53.26	104.34	118.36	165.1	150.83	107.32	70.36	194.57	74.37	142.52	125.1	37.19	48.24	119.76	140.15
cds808	71.68	58.15	54.85	40.82	115.52	78.49	87.52	21.21	94.43	83.62	80.5	5.66	71.4	62.72	43.75	32.61	31.52	30.49	72.25	54.8	86.47	66.16	117.92	44.07	95.39	66.69	82.32	52.04	61.83	22.13	40.5	21.49	94.47	28.29	47.87	45.17	135.6	77.29	113.98	57.16	44.06	88.03	106.59	181.63	138.56	106.26	62.61	193.6	61.05	142.51	103.46	42.2	39.11	137.04	145.86
cds809	0.21	0.74	0	0	0.8	0.64	0	0	0	0.36	0.26	0	0	1.8	0.39	0.9	0	0.13	0	0.49	0.45	0.72	1.91	0.94	0	0.61	0.35	0.87	0	0.3	0	0	0	0	0	0.31	0.46	0	0	0.22	0.31	1.75	1.29	1.43	0.85	0	0	0	0.65	0	0.01	0	0.14	0.72	2.08
cds81	42.22	43.88	56.12	27.54	101.72	59.18	69.31	22.64	75.55	59.62	68.48	7.72	66.11	54.1	28.02	28.29	32.07	24.34	48.25	43.25	63.22	63.51	99.71	49.3	94.75	70.93	68.26	36.47	44.42	12.96	38.83	25.33	72.33	17.97	30.5	26.91	118.25	40.69	96.57	41.26	41.28	83.54	68.75	128.88	90.71	87.76	43.65	156.06	51.78	142.25	87.34	37.02	34.54	107.6	117.96
cds810	118.39	72.46	98.21	37.99	143.66	89.7	130.98	31.35	184.35	150.06	185.69	19.03	152.17	125.62	64.64	55.88	70.66	44.1	128.13	112.56	161.36	97.49	248.69	60.76	173.03	120.27	149.99	87.62	116.34	47.74	92.06	56.25	196.72	75.56	99.68	80.86	264.48	138.97	226.07	121.61	103.07	168.58	194.1	332.38	243.16	214.22	120.64	368.03	141.21	349.98	223.7	84.56	112.72	293.76	345.07
cds811	138.22	81.65	118.5	50.97	236.12	120.37	145	51.29	191.66	175.57	222.46	11.84	248.32	175.18	86.63	91.84	104	70.27	184.04	122.89	209.9	155.9	325.39	93.2	219.51	132.04	197.4	136.65	181.62	74.08	179.69	98.66	302.34	99.23	180.14	116.54	320.12	177.28	320.08	156.4	122.35	227.7	231.6	496.95	262.54	299.76	163.28	577.22	190.05	421.24	295.27	148.57	124.82	501.98	423.95
cds812	106.08	76.25	117.1	34.17	237.14	159.48	126.92	23.08	146.69	141.89	152.58	13.88	134.87	151.09	58	50.16	54.82	54.54	117.52	120.97	145.6	123.17	191.33	76.62	163.98	107.75	145.93	109.72	111	46.98	71.53	37.49	179.79	73.33	101.73	85.58	199.24	141.91	223.95	135.4	120.27	237.48	231.81	374.39	332.18	215.5	172	353.33	171.52	347.42	288.83	97.96	104.14	389.94	384.07
cds813	50.09	33.2	35.73	16.88	86.88	61.87	43.87	15.58	46.73	52.6	64.14	5.37	39.28	40.58	18.29	18.79	19.45	17.4	29.64	43.7	47.16	44.94	68.31	32.13	67.46	41.43	44.86	27.8	33.66	16.35	29.27	24.48	65.7	21.52	29.07	31.43	60.74	32.13	70.91	38.71	34.69	67.53	52.9	104.41	83.49	54.79	41.81	92.81	51.2	106.04	72.4	39.55	26.66	100.83	113.49
cds814	68.07	53.92	84.39	55.27	97.1	75.06	180.47	35.56	463.14	392.93	821.28	67.37	980.48	729.23	181.28	171.39	100.25	75.64	493.01	316.94	502.17	379.25	914.97	208.44	607.34	442.58	726.42	450.75	470.91	178.61	516.28	299.86	920.67	328	403.17	335.43	788.14	530.35	611.06	412.24	329.8	741.41	502.04	869.37	592.85	759.99	572.74	1328.76	557.87	1046.03	934	372	375.06	886.23	865.32
cds815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
cds816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.41	0	0	0.16	0	0	0.86	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0.37	0.35
cds817	0.45	0	0	0	0.5	0	0	0	0.05	0	0	0	0.04	0.38	0	0	0.54	0.71	0.5	0	0	1.04	0.54	0.09	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.21	0	0.28	0	0	2.65	0.55	0	0	0.26	0.29	0.06	0	0	0	1.23	0.5
cds819	1.64	0.7	1.26	0.65	1.57	0.62	1.95	0	1.67	0	4.36	0	0	0	0.7	0	1	0	3.8	1.66	4.13	0.77	4.08	0.6	0.52	2.04	1.64	0	0.11	0.16	1.3	1.93	1.55	1.9	0.58	1.4	0.95	0.77	4.65	1.04	1.78	3.1	4.27	8.31	3.73	5.34	0.94	2.43	0.39	1.67	2.46	0.6	0.49	4.42	5.24
cds82	23.14	13	13.5	12.84	13.1	10.24	14.86	4	28.91	16.96	26.51	2.5	16.59	15.66	8.68	3.48	5	1.51	12.39	8.48	14.05	14.58	24.92	7	14.45	6.68	19.24	7.57	16.93	4.4	5.94	7	12.5	4.12	6.19	12.37	21.07	16.26	23.39	17.61	7.4	20.56	15.89	27.38	15.41	28.56	18.14	38.07	24.82	38.67	17.31	6.44	5	32	25.82
cds820	0.77	1.6	1.28	0	2.51	0.24	1.52	0.05	1.42	2.93	1.31	0	2.77	0.56	0.64	1.27	0.22	0	4.22	4	2.03	0.51	2.95	1.68	1.33	1.22	2.14	1.15	0.62	1.55	0.23	0.14	1.3	2.45	1.38	0.24	2.2	2.53	6.4	0.38	2.19	1.89	1.18	9.2	2.3	2.46	1.29	3.39	1.33	3.23	3.17	1	1.33	5.12	3.53
cds821	61.12	32.97	50.07	14.29	90.15	50.89	85.59	12.5	85.15	56.22	67.29	6.64	78.45	42.22	20.58	22.11	32.97	17.32	51.01	53.09	69.56	49.02	95.7	40.94	79.36	57.62	58.51	33.1	28.08	16.47	40.11	16.15	82.87	35.83	53.3	33.69	102.64	62.12	109.01	66.69	53.17	88.74	94.61	128.39	117.86	88.49	62.47	154.05	78.54	153.49	113.68	49.47	47.9	140.84	152.42
cds822	92.32	65.79	90.64	42.52	121.16	111.63	107.33	20.62	120.48	104.63	145.05	8.76	106.15	89.97	28.43	39.1	37.93	31.26	90.45	58.4	90.06	92.93	156.47	56.24	136.33	115.85	103.7	61.65	68.92	35.92	51.54	34.32	125.01	49.77	67.93	49.99	204.62	103.07	186.1	69.69	84.67	160.78	152.04	231.57	188.16	145.22	105.29	295.29	93.98	213.19	171.93	56.67	64.52	206.98	212.19
cds823	186.25	129.67	174.85	74.46	314.43	170.82	247.33	57.64	277.71	219.65	251.09	20.56	210.48	186.44	94.3	73.91	139.31	88.17	202.3	178.4	220.96	201.52	424.77	122.18	300.35	178.61	220.34	137.76	152.5	59.26	130.39	74.73	278.56	85.38	123.98	114.93	342.75	164.25	327.68	117.29	145.62	242.12	266.06	468.6	335.87	276.57	187.1	536.51	149.3	397.99	263.34	106.11	119.09	394.12	413.23
cds826	7.11	2.71	2	1.17	9.72	2.05	6.55	0.05	11.49	6.96	8.05	0.98	6.88	1.99	1.53	0	2.13	3.12	7.44	4.97	9.55	3.04	5.78	2.76	9.03	5.22	5.46	5.92	4.02	3.45	1.95	4.8	6.36	2.56	2.97	1.28	13.6	3.68	11.16	2.41	3.58	9.72	10.26	13.39	14.41	15.25	2.91	20.99	5.54	14.13	12.4	6.29	5.7	18.06	13.19
cds827	10.1	4.45	3.99	0.11	13.2	14.94	4.92	3.95	7.21	7	5.89	1	8.11	3.86	1.96	3	3.86	0.87	5.51	5.66	7.89	3.94	12.62	5.71	13.04	7.93	6.64	6.88	3.46	3.54	5.04	3.69	4.78	4.43	4.52	1.71	9.32	5.3	7.8	5.55	3.17	6.98	8.7	14.32	13.41	18.45	6.56	16.49	8.7	16.45	11.09	9.55	4.28	13.36	14.63
cds828	3.53	0	0.72	0.77	5.93	0.42	1.38	0.74	0.39	1.44	1.74	0	2.53	1.86	0.79	2.76	2.82	1.04	20.45	3.71	15.8	1.84	18.75	4.33	6	4.09	7.37	2.23	7.51	1.61	2.94	1.9	10.8	2.62	3.08	1.03	6.8	2.67	29.43	1.53	0.95	4.1	8.96	47	14.42	1.91	5	5.31	3.23	11.73	3.45	0	0.09	50.58	17.95
cds829	73.84	52.82	62.94	25.39	82.17	63.87	65	16.11	110.92	73.44	105.98	9.85	86.71	65.63	24	24.28	29.5	27.47	73.78	68.28	70.09	82.09	126.14	47.83	99.71	65.11	88.11	43.46	50.96	17.97	59.99	33.18	114.85	37.95	55.17	32.98	144.58	60.23	121.19	67.27	59.78	80	79.79	163.88	105.76	102.21	62.79	194.1	70	167.26	103.49	47.32	46.83	131.01	176.4
cds83	17.7	10.04	25.48	7.31	25.69	17.46	18.97	1.27	23.13	23.25	21.39	5	21.95	21.57	4.39	7.57	6.45	4.39	24.19	12.15	21.19	17.41	31.75	15.35	14.09	9.09	18.82	10.85	11.49	6.6	8.07	6.25	15.03	3.25	8.24	16.75	18.57	18.66	28.37	12.96	8.6	28.99	18.25	27.33	16.01	28.36	8.01	42.71	17.4	29.03	23.76	9.38	10.52	24.92	46.14
cds830	65.34	28.24	62.07	16.31	74.08	59.84	48.63	21.47	80.41	65.74	75.28	10.42	72.42	80.74	23.04	23.97	31.13	19.74	54.69	45.56	69.48	65.02	113.52	30.08	78.01	67.22	70.46	53.36	58.06	21.1	37.63	19.23	66.38	29.64	55.52	42.77	130.45	54.39	102.29	47.84	55.74	93.07	85.08	155.76	97.76	112.07	55.25	188.25	52.54	120.18	107.35	34.39	37.19	135.26	125.9
cds831	170.59	109.23	151.96	91.34	220.88	171.32	213.56	73.91	273.6	211.46	303.57	28.3	240.72	169.83	107.15	99.49	92.18	60.85	166.16	124.76	237.25	191.74	283.51	95.99	265.58	186.1	269.64	140.73	213.62	90.36	171.31	92.49	323.07	134.84	189.33	171.44	437.78	235.79	355.69	226.41	180.82	355.03	315.31	583.15	355.23	358.93	252.74	765.1	288.54	589.91	428.53	175.16	225.61	625.91	669.35
cds832	84.61	92.71	93.49	56.49	152.38	122.77	118.58	34.79	172.94	120.49	148.17	17.97	112.55	85.83	55.44	48.15	62.89	36.13	107.74	81.75	112.37	92.4	175.76	43.03	132.06	73.21	142.31	60.18	100.95	40.1	88.07	33.79	178.78	60.28	101.64	71.28	201.7	88.73	139.89	61.82	76.3	126.82	150.27	262.55	155.35	182.37	102.78	350.6	105.34	247.54	159.19	65.86	61.14	237.55	238.64
